number,scientific_name,english_common_name
4881,Rhipidomys venustus,Mouse
4882,Rhipidomys wetzeli,Mouse
4883,Rhipidomys ybyrae,Mouse
4884,Rhizomys pruinosus,Rat
4885,Rhizomys sinensis,Rat
4886,Rhizomys sumatrensis,Rat
4887,Rhogeessa aenea,Bat
4888,Rhogeessa bickhami,Bat
4889,Rhogeessa genowaysi,Bat
4890,Rhogeessa io,Bat
4891,Rhogeessa menchuae,Bat
4892,Rhogeessa mira,Bat
4893,Rhogeessa parvula,Bat
4894,Rhogeessa permutandis,Bat
4895,Rhogeessa tumida,Bat
4896,Rhogeessa velilla,Bat
4897,Rhombomys opimus,Gerbil
4898,Rhynchocyon chrysopygus,Elephant Shrew
4899,Rhynchocyon cirnei,Elephant Shrew
4900,Rhynchocyon petersi,Elephant Shrew
4901,Rhynchocyon stuhlmanni,Elephant Shrew
4902,Rhynchocyon udzungwensis,Elephant Shrew
4903,Rhynchogale melleri,Meller's Mongoose
4904,Rhyncholestes raphanurus,Shrew
4906,Rhynchomys banahao,Mouse
4907,Rhynchomys isarogensis,Mouse
4908,Rhynchomys labo,Mouse
4909,Rhynchomys soricoides,Mouse
4910,Rhynchomys tapulao,Mouse
4911,Rhynchonycteris naso,Bat
4912,Rhyneptesicus nasutus,Bat
4913,Romerolagus diazi,Rabbit
4914,Rousettus aegyptiacus,Bat
4915,Rousettus amplexicaudatus,Bat
4916,Rousettus celebensis,Bat
4917,Rousettus leschenaultii,Bat
4918,Rousettus linduensis,Bat
4919,Rousettus madagascariensis,Bat
4920,Rousettus obliviosus,Bat
4921,Rousettus spinalatus,Bat
4922,Rubrisciurus rubriventer,Squirrel
4923,Rucervus duvaucelii,Swamp Deer
4924,Rucervus eldii,Eld's Deer
4925,Rucervus schomburgki,Deer
4926,Rungwecebus kipunji,Monkey
4927,Rupicapra pyrenaica,Chamois
4928,Rupicapra rupicapra,Chamois
4929,Rusa alfredi,Deer
4930,Rusa marianna,Deer
4931,Rusa timorensis,Deer
4932,Rusa unicolor,Sambar Deer
4933,Ruwenzorisorex suncoides,Shrew
4934,Saccolaimus flaviventris,Bat
4935,Saccolaimus saccolaimus,Bat
4936,Saccopteryx bilineata,Bat
4937,Saccopteryx canescens,Bat
4938,Saccopteryx gymnura,Bat
4939,Saccopteryx leptura,Bat
4940,Saccostomus campestris,Mouse
4941,Saccostomus mashonae,Mouse
4942,Saccostomus mearnsi,Mouse
4943,Saccostomus umbriventer,Mouse
4944,Sagmatias australis,Dolphin
4945,Sagmatias cruciger,Dolphin
4946,Sagmatias obliquidens,Dolphin
4947,Sagmatias obscurus,Dolphin
4948,Saguinus bicolor,Tamarin
4949,Saguinus geoffroyi,Tamarin
4950,Saguinus graellsi,Monkey
4951,Saguinus imperator,Emperor Tamarin
4952,Saguinus inustus,Monkey
4953,Saguinus labiatus,Tamarin
4954,Saguinus leucopus,Monkey
4955,Saguinus martinsi,Monkey
4956,Saguinus melanoleucus,Monkey
4957,Saguinus midas,Monkey
4958,Saguinus mystax,Tamarin
4959,Saguinus niger,Monkey
4960,Saguinus oedipus,Tamarin
4961,Saguinus ursulus,Monkey
4962,Saguinus weddelli,Monkey
4963,Saiga tatarica,Saiga
4964,Saimiri boliviensis,Monkey
4965,Saimiri cassiquiarensis,Monkey
4966,Saimiri macrodon,Monkey
4967,Saimiri oerstedii,Monkey
4968,Saimiri sciureus,Squirrel Monkey
4969,Saimiri ustus,Monkey
4970,Saimiri vanzolinii,Monkey
4973,Salinomys delicatus,Mouse
4974,Salpingotus crassicauda,Jerboa
4975,Salpingotus kozlovi,Jerboa
4976,Santamartamys rufodorsalis,Mouse
4977,Sapajus apella,Capuchin Monkey
4978,Sapajus cay,Monkey
4979,Sapajus flavius,Monkey
4980,Sapajus libidinosus,Monkey
4981,Sapajus nigritus,Monkey
4982,Sapajus xanthosternos,Monkey
4983,Sarcophilus harrisii,Tasmanian Devil
4984,Sauromys petrophilus,Bat
4986,Scalopus aquaticus,Mole
4987,Scapanulus oweni,Shrew
4988,Scapanus anthonyi,Mole
4989,Scapanus latimanus,Mole
4990,Scapanus occultus,Mole
4991,Scapanus orarius,Mole
4992,Scapanus townsendii,Mole
4993,Scapteromys aquaticus,Mouse
4994,Scapteromys meridionalis,Mouse
4995,Scapteromys tumidus,Mouse
4996,Scaptochirus moschatus,Mole
4997,Scaptonyx fusicauda,Mole
5000,Scarturus elater,Jerboa
5001,Scarturus euphraticus,Jerboa
5002,Scarturus heptneri,Jerboa
5003,Scarturus hotsoni,Jerboa
5007,Scarturus vinogradovi,Jerboa
5009,Sciurillus pusillus,Squirrel
5010,Sciurotamias davidianus,Squirrel
5011,Sciurotamias forresti,Squirrel
5012,Sciurus aberti,Squirrel
5013,Sciurus alleni,Squirrel
5014,Sciurus anomalus,Squirrel
5015,Sciurus aureogaster,Squirrel
5016,Sciurus carolinensis,Squirrel
5017,Sciurus deppei,Squirrel
5018,Sciurus flammifer,Squirrel
5019,Sciurus gilvigularis,Squirrel
5020,Sciurus granatensis,Squirrel
5021,Sciurus ignitus,Squirrel
5022,Sciurus lis,Squirrel
5023,Sciurus meridionalis,Squirrel
5024,Sciurus niger,Squirrel
5025,Sciurus oculatus,Squirrel
5026,Sciurus variegatoides,Squirrel
5027,Sciurus vulgaris,Squirrel
5028,Scolomys juruaense,Mouse
5029,Scolomys melanops,Mouse
5030,Scolomys ucayalensis,Mouse
5031,Scotinomys teguina,Mouse
5032,Scotinomys xerampelinus,Mouse
5033,Scotoecus albofuscus,Bat
5034,Scotoecus hindei,Bat
5035,Scotoecus hirundo,Bat
5036,Scotomanes ornatus,Bat
5037,Scotonycteris bergmansi,Bat
5038,Scotonycteris occidentalis,Bat
5039,Scotonycteris zenkeri,Bat
5040,Scotophilus andrewreborii,Bat
5041,Scotophilus borbonicus,Bat
5042,Scotophilus dinganii,Bat
5043,Scotophilus heathii,Bat
5044,Scotophilus kuhlii,Bat
5045,Scotophilus leucogaster,Bat
5046,Scotophilus livingstonii,Bat
5047,Scotophilus marovaza,Bat
5048,Scotophilus nigrita,Bat
5049,Scotophilus nucella,Bat
5050,Scotophilus nux,Bat
5051,Scotophilus robustus,Bat
5052,Scotophilus tandrefana,Bat
5053,Scotophilus trujilloi,Bat
5054,Scotophilus viridis,Bat
5055,Scotozous dormeri,Bat
5056,Scutisorex congicus,Shrew
5057,Scutisorex somereni,Shrew
5058,Scutisorex thori,Shrew
5059,Sekeetamys calurus,Mouse
5061,Semnopithecus ajax,Monkey
5062,Semnopithecus entellus,Monkey
5063,Semnopithecus hector,Monkey
5064,Semnopithecus hypoleucos,Monkey
5065,Semnopithecus priam,Monkey
5066,Semnopithecus schistaceus,Monkey
5067,Serengetimys pernanus,Mouse
5068,Setifer setosus,Hedgehog
5069,Setirostris eleryi,Bat
5070,Setonix brachyurus,Quokka
5071,Sicista armenica,Mouse
5072,Sicista betulina,Mouse
5073,Sicista caucasica,Mouse
5074,Sicista caudata,Mouse
5075,Sicista cimlanica,Mouse
5076,Sicista concolor,Mouse
5077,Sicista kazbegica,Mouse
5078,Sicista kluchorica,Mouse
5079,Sicista lorigera,Mouse
5080,Sicista napaea,Mouse
5081,Sicista nordmanni,Mouse
5082,Sicista severtzovi,Mouse
5083,Sicista strandi,Mouse
5084,Sicista subtilis,Mouse
5085,Sicista tianschanica,Mouse
5086,Sicista trizona,Mouse
5087,Sigmodon alleni,Cotton Rat
5088,Sigmodon alstoni,Mouse
5089,Sigmodon arizonae,Mouse
5090,Sigmodon fulviventer,Mouse
5091,Sigmodon hirsutus,Rat
5092,Sigmodon hispidus,Cotton Rat
5093,Sigmodon leucotis,Mouse
5094,Sigmodon mascotensis,Mouse
5095,Sigmodon ochrognathus,Mouse
5096,Sigmodon peruanus,Mouse
5097,Sigmodon toltecus,Cotton Rat
5098,Sigmodon zanjonensis,Mouse
5099,Sigmodontomys alfari,Mouse
5100,Sigmodontomys aphrastus,Mouse
5101,Simias concolor,Monkey
5102,Simosciurus nebouxii,Squirrel
5103,Simosciurus stramineus,Squirrel
5104,Simosthenurus occidentalis,Kangaroo
5105,Sinomegaceros ordosianus,Deer
5107,Smilodon fatalis,Saber-toothed Cat
5108,Smilodon populator,Saber-toothed Tiger
5110,Sminthopsis archeri,Mouse
5111,Sminthopsis bindi,Mouse
5113,Sminthopsis crassicaudata,Dunnart
5114,Sminthopsis dolichura,Mouse
5115,Sminthopsis douglasi,Mouse
5116,Sminthopsis froggatti,Mouse
5117,Sminthopsis gilberti,Mouse
5118,Sminthopsis granulipes,Mouse
5119,Sminthopsis griseoventer,Mouse
5120,Sminthopsis hirtipes,Mouse
5121,Sminthopsis leucopus,Mouse
5122,Sminthopsis longicaudata,Mouse
5123,Sminthopsis macroura,Dunnart
5124,Sminthopsis murina,Mouse
5125,Sminthopsis ooldea,Mouse
5126,Sminthopsis psammophila,Dunnart
5127,Sminthopsis stalkeri,Mouse
5128,Sminthopsis virginiae,Dunnart
5129,Sminthopsis youngsoni,Mouse
5130,Smutsia gigantea,Pangolin
5131,Smutsia temminckii,Pangolin
5132,Solenodon paradoxus,Solenodon
5136,Sommeromys macrorhinos,Mouse
5137,Sooretamys angouya,Crab
5138,Sorex albibarbis,Shrew
5139,Sorex alpinus,Shrew
5140,Sorex antinorii,Shrew
5141,Sorex araneus,Shrew
5142,Sorex arcticus,Shrew
5143,Sorex arizonae,Shrew
5144,Sorex asper,Shrew
5145,Sorex bairdi,Shrew
5146,Sorex bedfordiae,Shrew
5147,Sorex bendirii,Shrew
5148,Sorex buchariensis,Shrew
5149,Sorex caecutiens,Shrew
5150,Sorex camtschatica,Shrew
5151,Sorex cansulus,Shrew
5152,Sorex chiapensis,Shrew
5153,Sorex cinereus,Shrew
5154,Sorex coronatus,Shrew
5155,Sorex cylindricauda,Shrew
5156,Sorex daphaenodon,Shrew
5157,Sorex dispar,Shrew
5158,Sorex emarginatus,Shrew
5159,Sorex excelsus,Shrew
5160,Sorex fumeus,Shrew
5161,Sorex gaspensis,Shrew
5162,Sorex gracillimus,Shrew
5163,Sorex granarius,Shrew
5164,Sorex haydeni,Shrew
5165,Sorex hosonoi,Shrew
5166,Sorex hoyi,Shrew
5167,Sorex hydrodromus,Shrew
5168,Sorex isodon,Shrew
5169,Sorex jacksoni,Shrew
5170,Sorex leucogaster,Shrew
5171,Sorex longirostris,Shrew
5172,Sorex lyelli,Shrew
5173,Sorex macrodon,Shrew
5174,Sorex maritimensis,Shrew
5175,Sorex milleri,Shrew
5176,Sorex minutissimus,Shrew
5177,Sorex minutus,Shrew
5178,Sorex mirabilis,Shrew
5179,Sorex monticolus,Shrew
5180,Sorex mutabilis,Shrew
5181,Sorex nanus,Shrew
5182,Sorex neomexicanus,Shrew
5183,Sorex ornatus,Shrew
5184,Sorex pacificus,Shrew
5185,Sorex palustris,Shrew
5186,Sorex portenkoi,Shrew
5187,Sorex preblei,Shrew
5188,Sorex raddei,Shrew
5189,Sorex roboratus,Shrew
5190,Sorex rohweri,Shrew
5191,Sorex samniticus,Shrew
5192,Sorex satunini,Shrew
5193,Sorex saussurei,Shrew
5194,Sorex shinto,Shrew
5195,Sorex sinalis,Shrew
5196,Sorex sonomae,Shrew
5197,Sorex tenellus,Shrew
5198,Sorex thibetanus,Shrew
5199,Sorex thompsoni,Shrew
5200,Sorex trowbridgii,Shrew
5201,Sorex tundrensis,Shrew
5202,Sorex ugyunak,Shrew
5203,Sorex unguiculatus,Shrew
5204,Sorex vagrans,Shrew
5205,Sorex ventralis,Shrew
5206,Sorex veraepacis,Shrew
5207,Sorex volnuchini,Shrew
5208,Sorex yukonicus,Shrew
5209,Soricomys kalinga,Mouse
5210,Soricomys leonardocoi,Mouse
5211,Soricomys montanus,Mouse
5212,Soricomys musseri,Mouse
5213,Soriculus beibengensis,Shrew
5214,Soriculus nigrescens,Shrew
5215,Sotalia fluviatilis,Dolphin
5216,Sotalia guianensis,Dolphin
5217,Sousa chinensis,Dolphin
5218,Sousa plumbea,Dolphin
5219,Sousa sahulensis,Dolphin
5220,Sousa teuszii,Dolphin
5222,Spalax antiquus,Mole Rat
5223,Spalax arenarius,Mole
5224,Spalax carmeli,Mole Rat
5225,Spalax giganteus,Mole Rat
5226,Spalax graecus,Mole
5227,Spalax istricus,Mole
5228,Spalax microphthalmus,Mole Rat
5229,Spalax uralensis,Mole Rat
5230,Spalax zemni,Mole Rat
5231,Speothos venaticus,Bush Dog
5232,Spermophilopsis leptodactylus,Ground Squirrel
5233,Spermophilus alashanicus,Squirrel
5234,Spermophilus brevicauda,Ground Squirrel
5235,Spermophilus citellus,Ground Squirrel
5236,Spermophilus dauricus,Ground Squirrel
5237,Spermophilus erythrogenys,Ground Squirrel
5238,Spermophilus fulvus,Ground Squirrel
5239,Spermophilus major,Ground Squirrel
5240,Spermophilus musicus,Ground Squirrel
5241,Spermophilus odessanus,Ground Squirrel
5242,Spermophilus pallidicauda,Ground Squirrel
5243,Spermophilus pygmaeus,Ground Squirrel
5244,Spermophilus ralli,Ground Squirrel
5245,Spermophilus relictus,Ground Squirrel
5246,Spermophilus suslicus,Ground Squirrel
5247,Spermophilus taurensis,Ground Squirrel
5248,Spermophilus xanthoprymnus,Ground Squirrel
5249,Sphaerias blanfordi,Bat
5250,Sphaeronycteris toxophyllum,Bat
5251,Spilocuscus kraemeri,Cuscus
5252,Spilocuscus maculatus,Cuscus
5253,Spilocuscus rufoniger,Cuscus
5254,Spilogale angustifrons,Skunk
5255,Spilogale gracilis,Skunk
5256,Spilogale interrupta,Skunk
5257,Spilogale putorius,Skunk
5258,Spilogale pygmaea,Skunk
5259,Srilankamys ohiensis,Mouse
5260,Steatomys krebsii,Mouse
5261,Steatomys parvus,Mouse
5262,Steatomys pratensis,Mouse
5263,Stenella attenuata,Dolphin
5264,Stenella clymene,Dolphin
5265,Stenella coeruleoalba,Dolphin
5266,Stenella frontalis,Dolphin
5267,Stenella longirostris,Dolphin
5268,Stenella plagiodon,Dolphin
5269,Steno bredanensis,Dolphin
5270,Stenocephalemys albipes,Mouse
5271,Stenocephalemys albocaudata,Mouse
5272,Stenocephalemys griseicauda,Mouse
5273,Stenocephalemys ruppi,Mouse
5274,Stenocephalemys sokolovi,Mouse
5275,Stenocephalemys zimai,Mouse
5276,Stenocranius gregalis,Mouse
5277,Stenocranius raddei,Mouse
5278,Stenoderma rufum,Bat
5279,Stenonycteris lanosa,Bat
5281,Stochomys longicaudatus,Mouse
5282,Strigocuscus celebensis,Cuscus
5283,Strigocuscus pelengensis,Cuscus
5284,Sturnira adrianae,Bat
5285,Sturnira angeli,Bat
5286,Sturnira aratathomasi,Bat
5287,Sturnira bakeri,Bat
5288,Sturnira bidens,Bat
5289,Sturnira bogotensis,Bat
5290,Sturnira burtonlimi,Bat
5291,Sturnira erythromos,Bat
5292,Sturnira giannae,Bat
5293,Sturnira hondurensis,Bat
5294,Sturnira koopmanhilli,Bat
5295,Sturnira lilium,Bat
5296,Sturnira ludovici,Bat
5297,Sturnira luisi,Bat
5298,Sturnira magna,Bat
5299,Sturnira mordax,Bat
5300,Sturnira nana,Bat
5301,Sturnira oporaphilum,Bat
5302,Sturnira parvidens,Bat
5303,Sturnira perla,Bat
5304,Sturnira tildae,Bat
5305,Styloctenium mindorense,Bat
5306,Styloctenium wallacei,Bat
5307,Stylodipus andrewsi,Jerboa
5308,Stylodipus sungorus,Jerboa
5309,Stylodipus telum,Jerboa
5310,Submyotodon caliginosus,Bat
5311,Submyotodon latirostris,Bat
5312,Submyotodon moupinensis,Bat
5313,Subulo gouazoubira,Deer
5314,Suncus ater,Shrew
5315,Suncus dayi,Shrew
5316,Suncus etruscus,Shrew
5317,Suncus fellowesgordoni,Shrew
5318,Suncus hututsi,Shrew
5319,Suncus infinitesimus,Shrew
5320,Suncus lixus,Shrew
5321,Suncus madagascariensis,Shrew
5322,Suncus malayanus,Shrew
5323,Suncus megalura,Shrew
5324,Suncus montanus,Shrew
5325,Suncus murinus,Shrew
5326,Suncus niger,Shrew
5327,Suncus remyi,Shrew
5328,Suncus sorella,Shrew
5329,Suncus stoliczkanus,Shrew
5330,Suncus varilla,Shrew
5331,Sundamys annandalei,Rat
5332,Sundamys infraluteus,Rat
5333,Sundamys maxi,Rat
5334,Sundamys muelleri,Rat
5335,Sundasciurus altitudinis,Squirrel
5336,Sundasciurus brookei,Squirrel
5337,Sundasciurus fraterculus,Squirrel
5338,Sundasciurus hippurus,Squirrel
5339,Sundasciurus hoogstraali,Squirrel
5340,Sundasciurus jentinki,Squirrel
5341,Sundasciurus juvencus,Squirrel
5342,Sundasciurus lowii,Squirrel
5343,Sundasciurus mindanensis,Squirrel
5344,Sundasciurus moellendorffi,Squirrel
5345,Sundasciurus philippinensis,Squirrel
5346,Sundasciurus rabori,Squirrel
5347,Sundasciurus robinsoni,Squirrel
5348,Sundasciurus samarensis,Squirrel
5349,Sundasciurus steerii,Squirrel
5350,Sundasciurus tahan,Squirrel
5351,Sundasciurus tenuis,Squirrel
5352,Surdisorex norae,Shrew
5354,Suricata suricatta,Meerkat
5355,Sus barbatus,Bearded Pig
5356,Sus bucculentus,Pig
5357,Sus cebifrons,Pig
5358,Sus celebensis,Pig
5359,Sus philippensis,Pig
5360,Sus scrofa,Wild Boar
5361,Sus verrucosus,Pig
5362,Syconycteris australis,Bat
5363,Sylvicapra grimmia,Duiker
5364,Sylvilagus andinus,Rabbit
5365,Sylvilagus aquaticus,Swamp Rabbit
5366,Sylvilagus audubonii,Cottontail Rabbit
5367,Sylvilagus audubonii/nuttallii,Rabbit
5368,Sylvilagus bachmani,Rabbit
5369,Sylvilagus brasiliensis,Rabbit
5370,Sylvilagus cunicularius,Rabbit
5371,Sylvilagus dicei,Rabbit
5372,Sylvilagus floridanus,Rabbit
5373,Sylvilagus nuttallii,Rabbit
5374,Sylvilagus obscurus,Rabbit
5375,Sylvilagus palustris,Rabbit
5376,Sylvilagus robustus,Rabbit
5377,Sylvilagus transitionalis,Rabbit
5378,Sylvisorex akaibei,Shrew
5379,Sylvisorex granti,Shrew
5380,Sylvisorex howelli,Shrew
5381,Sylvisorex johnstoni,Shrew
5382,Sylvisorex konganensis,Shrew
5383,Sylvisorex lunaris,Shrew
5384,Sylvisorex morio,Shrew
5385,Sylvisorex ollula,Shrew
5386,Sylvisorex oriundus,Shrew
5387,Sylvisorex vulcanorum,Shrew
5388,Symphalangus syndactylus,Siamang
5389,Synaptomys borealis,Lemming
5390,Synaptomys cooperi,Lemming
5391,Syncerus caffer,Buffalo
5392,Syntheosciurus brochus,Squirrel
5393,Tachyglossus aculeatus,Echidna
5394,Tachyoryctes ankoliae,Mole Rat
5395,Tachyoryctes audax,Mole Rat
5396,Tachyoryctes daemon,Mole Rat
5397,Tachyoryctes macrocephalus,Mole Rat
5399,Tachyoryctes splendens,Mole Rat
5400,Tadarida aegyptiaca,Bat
5401,Tadarida australis,Bat
5402,Tadarida brasiliensis,Bat
5403,Tadarida fulminans,Bat
5404,Tadarida insignis,Bat
5405,Tadarida latouchei,Bat
5406,Tadarida teniotis,Bat
5407,Taeromys callitrichus,Mouse
5408,Taeromys celebensis,Mouse
5409,Taeromys dominator,Mouse
5410,Taeromys hamatus,Mouse
5411,Taeromys punicans,Mouse
5412,Taeromys taerae,Mouse
5413,Talpa altaica,Mole
5414,Talpa aquitania,Mole
5415,Talpa caeca,Mole
5416,Talpa caucasica,Mole
5417,Talpa davidiana,Mole
5418,Talpa europaea,Mole
5419,Talpa hakkariensis,Mole
5420,Talpa levantis,Mole
5421,Talpa martinorum,Mole
5422,Talpa occidentalis,Mole
5423,Talpa ognevi,Mole
5424,Talpa romana,Mole
5425,Talpa stankovici,Mole
5426,Tamandua mexicana,Anteater
5427,Tamandua tetradactyla,Anteater
5428,Tamias amoenus,Chipmunk
5429,Tamias canipes,Chipmunk
5430,Tamias dorsalis,Chipmunk
5431,Tamias merriami,Chipmunk
5432,Tamias minimus,Chipmunk
5433,Tamias obscurus,Chipmunk
5434,Tamias palmeri,Chipmunk
5435,Tamias quadrimaculatus,Chipmunk
5436,Tamias quadrivittatus,Chipmunk
5437,Tamias rufus,Chipmunk
5438,Tamias senex,Chipmunk
5439,Tamias sibiricus,Siberian Chipmunk
5440,Tamias sonomae,Chipmunk
5441,Tamias speciosus,Chipmunk
5442,Tamias striatus,Chipmunk
5443,Tamias townsendii,Chipmunk
5444,Tamias umbrinus,Chipmunk
5445,Tamiasciurus douglasii,Squirrel
5446,Tamiasciurus hudsonicus,Red Squirrel
5447,Tamiasciurus mearnsi,Squirrel
5448,Tamiops maritimus,Squirrel
5449,Tamiops mcclellandii,Squirrel
5450,Tamiops minshanicus,Squirrel
5451,Tamiops rodolphii,Squirrel
5452,Tamiops swinhoei,Squirrel
5453,Tanyuromys asphrastus,Mouse
5454,Tanyuromys thomasleei,Mouse
5455,Tapecomys primus,Mouse
5456,Taphozous australis,Bat
5457,Taphozous georgianus,Bat
5458,Taphozous hildegardeae,Bat
5459,Taphozous hilli,Bat
5460,Taphozous longimanus,Bat
5461,Taphozous mauritianus,Bat
5462,Taphozous melanopogon,Bat
5463,Taphozous nudiventris,Bat
5464,Taphozous perforatus,Bat
5465,Taphozous theobaldi,Bat
5466,Tapirus bairdii,Tapir
5467,Tapirus indicus,Tapir
5468,Tapirus kabomani,Tapir
5469,Tapirus pinchaque,Tapir
5470,Tapirus terrestris,Tapir
5471,Tarsipes rostratus,Honey Possum
5472,Tarsius dentatus,Tarsier
5473,Tarsius fuscus,Tarsier
5474,Tarsius lariang,Tarsier
5475,Tarsius pumilus,Tarsier
5476,Tarsius sangirensis,Tarsier
5477,Tarsius tarsier,Tarsier
5478,Tarsius wallacei,Tarsier
5479,Tarsomys apoensis,Mouse
5480,Tarsomys echinatus,Mouse
5481,Tasmacetus shepherdi,Whale
5482,Tateomys macrocercus,Mouse
5484,Tatera indica,Indian Gerbil
5485,Taterillus arenarius,Mouse
5486,Taterillus emini,Mouse
5487,Taterillus gracilis,Mouse
5488,Taterillus harringtoni,Mouse
5489,Taterillus petteri,Mouse
5490,Taterillus pygargus,Mouse
5491,Taurotragus derbianus,Antelope
5492,Taxidea taxus,Badger
5493,Tayassu pecari,Peccary
5494,Tenrec ecaudatus,Tenrec
5495,Tetracerus quadricornis,Four-horned Antelope
5496,Thainycteris aureocollaris,Bat
5497,Thainycteris torquata,Bat
5498,Thallomys loringi,Mouse
5499,Thallomys nigricauda,Mouse
5500,Thallomys paedulcus,Mouse
5501,Thalpomys cerradensis,Mouse
5502,Thalpomys lasiotis,Mouse
5503,Thamnomys kempi,Mouse
5504,Thamnomys venustus,Mouse
5505,Thaptomys nigrita,Mouse
5506,Theropithecus gelada,Monkey
5507,Thomasomys andersoni,Mouse
5508,Thomasomys antoniobracki,Mouse
5509,Thomasomys apeco,Mouse
5510,Thomasomys aureus,Mouse
5511,Thomasomys auricularis,Mouse
5512,Thomasomys australis,Mouse
5513,Thomasomys baeops,Mouse
5514,Thomasomys bombycinus,Mouse
5515,Thomasomys burneoi,Mouse
5516,Thomasomys caudivarius,Mouse
5517,Thomasomys cinereus,Mouse
5518,Thomasomys cinnameus,Mouse
5519,Thomasomys contradictus,Mouse
5520,Thomasomys daphne,Mouse
5521,Thomasomys erro,Mouse
5522,Thomasomys fumeus,Mouse
5523,Thomasomys gracilis,Mouse
5524,Thomasomys hudsoni,Mouse
5525,Thomasomys incanus,Mouse
5526,Thomasomys ischyrus,Mouse
5527,Thomasomys kalinowskii,Mouse
5528,Thomasomys ladewi,Mouse
5529,Thomasomys lojapiuranus,Mouse
5530,Thomasomys macrotis,Mouse
5531,Thomasomys nicefori,Mouse
5532,Thomasomys niveipes,Mouse
5533,Thomasomys notatus,Mouse
5534,Thomasomys onkiro,Mouse
5535,Thomasomys oreas,Mouse
5536,Thomasomys pagaibambensis,Mouse
5537,Thomasomys paramorum,Mouse
5538,Thomasomys praetor,Mouse
5539,Thomasomys princeps,Mouse
5540,Thomasomys pyrrhonotus,Mouse
5541,Thomasomys salazari,Mouse
5542,Thomasomys shallqukucha,Mouse
5543,Thomasomys silvestris,Mouse
5544,Thomasomys taczanowskii,Mouse
5545,Thomasomys ucucha,Mouse
5546,Thomasomys vulcani,Mouse
5547,Thomomys anitae,Gopher
5548,Thomomys atrovarius,Gopher
5549,Thomomys bottae,Gopher
5550,Thomomys bulbivorus,Gopher
5551,Thomomys chihuahue,Gopher
5552,Thomomys fulvus,Gopher
5553,Thomomys idahoensis,Gopher
5554,Thomomys laticeps,Gopher
5555,Thomomys mazama,Gopher
5556,Thomomys monticola,Gopher
5557,Thomomys nayarensis,Gopher
5558,Thomomys nigricans,Gopher
5559,Thomomys sheldoni,Gopher
5560,Thomomys talpoides,Gopher
5561,Thomomys townsendii,Gopher
5562,Thomomys umbrinus,Gopher
5563,Thoopterus nigrescens,Bat
5569,Thryonomys gregorianus,Cane Rat
5570,Thryonomys swinderianus,Cane Rat
5571,Thylacinus cynocephalus,Tasmanian Tiger
5572,Thylamys cinderella,Mouse
5573,Thylamys citellus,Mouse
5574,Thylamys elegans,Mouse
5575,Thylamys karimii,Mouse Opossum
5576,Thylamys macrura,Mouse Opossum
5577,Thylamys pallidior,Mouse Opossum
5578,Thylamys pulchellus,Mouse Opossum
5579,Thylamys pusillus,Mouse Opossum
5580,Thylamys sponsorius,Mouse Opossum
5581,Thylamys tatei,Mouse Opossum
5582,Thylamys velutinus,Mouse Opossum
5583,Thylamys venustus,Mouse Opossum
5584,Thylogale billardierii,Pademelon
5585,Thylogale browni,Wallaby
5586,Thylogale brunii,Wallaby
5587,Thylogale calabyi,Wallaby
5588,Thylogale stigmatica,Wallaby
5589,Thylogale thetis,Pademelon
5590,Thyroptera discifera,Bat
5591,Thyroptera lavali,Bat
5592,Thyroptera tricolor,Bat
5593,Thyroptera wynneae,Bat
5594,Tlacuatzin canescens,Mouse Opossum
5598,Tolypeutes matacus,Armadillo
5599,Tolypeutes tricinctus,Armadillo
5600,Tomopeas ravum,Bat
5601,Tonatia bakeri,Bat
5602,Tonatia bidens,Bat
5603,Tonatia maresi,Bat
5604,Tonatia saurophila,Bat
5605,Tonkinomys daovantieni,Mouse
5606,Toromys albiventris,Mouse
5610,Trachops cirrhosus,Bat
5611,Trachops coffini,Bat
5612,Trachypithecus auratus,Monkey
5613,Trachypithecus barbei,Monkey
5614,Trachypithecus cristatus,Monkey
5615,Trachypithecus delacouri,Monkey
5616,Trachypithecus francoisi,Monkey
5617,Trachypithecus geei,Monkey
5618,Trachypithecus germaini,Monkey
5619,Trachypithecus hatinhensis,Monkey
5620,Trachypithecus johnii,Monkey
5621,Trachypithecus laotum,Monkey
5622,Trachypithecus mauritius,Monkey
5623,Trachypithecus obscurus,Monkey
5624,Trachypithecus phayrei,Monkey
5625,Trachypithecus pileatus,Monkey
5626,Trachypithecus poliocephalus,Monkey
5627,Trachypithecus shortridgei,Monkey
5628,Trachypithecus vetulus,Monkey
5629,Tragelaphus angasii,Nyala
5630,Tragelaphus buxtoni,Mountain Nyala
5631,Tragelaphus eurycerus,Bongo
5632,Tragelaphus imberbis,Antelope
5633,Tragelaphus oryx,Eland
5634,Tragelaphus scriptus,Bushbuck
5635,Tragelaphus spekii,Sitatunga
5636,Tragelaphus strepsiceros,Kudu
5637,Tragulus javanicus,Mouse Deer
5638,Tragulus kanchil,Mouse Deer
5639,Tragulus napu,Mouse Deer
5640,Tragulus versicolor,Mouse Deer
5641,Tragulus williamsoni,Mouse Deer
5642,Transandinomys bolivaris,Mouse
5643,Transandinomys talamancae,Mouse
5644,Tremarctos ornatus,Spectacled Bear
5645,Triaenops afer,Bat
5646,Triaenops menamena,Bat
5647,Triaenops parvus,Bat
5648,Triaenops persicus,Bat
5649,Trichechus inunguis,Manatee
