number,scientific_name,japanese_common_name
3776,Ochotona thomasi,ウサギ
3779,Ochromyscus brockmani,ネズミ
3780,Ochromyscus yemeni,ネズミ
3781,Ochrotomys nuttalli,ネズミ
3782,Octodon bridgesii,デグー
3783,Octodon degus,デグー
3784,Octodon lunatus,デグー
3785,Octodon pacificus,デグー
3786,Octodon ricardojeda,デグー
3787,Octodontomys gliroides,ネズミ
3788,Octomys mimax,ネズミ
3789,Odobenus rosmarus,セイウチ
3790,Odocoileus hemionus,シカ
3791,Odocoileus pandora,シカ
3792,Odocoileus virginianus,シカ
3793,Oecomys auyantepui,ネズミ
3794,Oecomys bicolor,ネズミ
3795,Oecomys catherinae,ネズミ
3796,Oecomys cleberi,ネズミ
3797,Oecomys concolor,ネズミ
3798,Oecomys flavicans,ネズミ
3799,Oecomys franciscorum,ネズミ
3800,Oecomys mamorae,ネズミ
3801,Oecomys matogrossensis,ネズミ
3802,Oecomys osgoodi,ネズミ
3803,Oecomys paricola,ネズミ
3804,Oecomys phaeotis,ネズミ
3805,Oecomys rex,ネズミ
3806,Oecomys roberti,ネズミ
3807,Oecomys rutilus,ネズミ
3808,Oecomys speciosus,ネズミ
3809,Oecomys superans,ネズミ
3810,Oecomys sydandersoni,ネズミ
3811,Oecomys tapajinus,ネズミ
3812,Oecomys trabeatus,ネズミ
3813,Oecomys trinitatis,ネズミ
3814,Oenomys hypoxanthus,ネズミ
3815,Okapia johnstoni,オカピ
3816,Olallamys albicauda,ネズミ
3817,Oligoryzomys andinus,ネズミ
3818,Oligoryzomys arenalis,ネズミ
3819,Oligoryzomys brendae,ネズミ
3820,Oligoryzomys chacoensis,ネズミ
3821,Oligoryzomys costaricensis,ネズミ
3822,Oligoryzomys destructor,ネズミ
3823,Oligoryzomys flavescens,ネズミ
3824,Oligoryzomys fornesi,ネズミ
3825,Oligoryzomys fulvescens,ネズミ
3826,Oligoryzomys longicaudatus,ネズミ
3827,Oligoryzomys magellanicus,ネズミ
3828,Oligoryzomys mattogrossae,ネズミ
3829,Oligoryzomys messorius,ネズミ
3830,Oligoryzomys microtis,ネズミ
3831,Oligoryzomys moojeni,ネズミ
3832,Oligoryzomys nigripes,ネズミ
3833,Oligoryzomys occidentalis,ネズミ
3834,Oligoryzomys rupestris,ネズミ
3835,Oligoryzomys stramineus,ネズミ
3836,Oligoryzomys utiaritensis,ネズミ
3837,Oligoryzomys vegetus,ネズミ
3838,Ommatophoca rossii,アザラシ
3839,Ondatra zibethicus,マスクラット
3840,Onychogalea frenata,カンガルー
3841,Onychogalea unguifera,カンガルー
3842,Onychomys arenicola,ネズミ
3843,Onychomys leucogaster,ネズミ
3844,Onychomys torridus,ネズミ
3845,Orcaella brevirostris,イルカ
3846,Orcaella heinsohni,イルカ
3847,Orcinus orca,シャチ
3848,Oreamnos americanus,ヤギ
3850,Oreoryzomys balneator,ネズミ
3851,Oreoscaptor mizura,モグラ
3856,Ornithorhynchus anatinus,カモノハシ
3857,Orthogeomys cuniculus,モグラ
3858,Orthogeomys grandis,モグラ
3859,Orycteropus afer,アリクイ
3860,Oryctolagus cuniculus,ウサギ
3861,Oryx beisa,オリックス
3862,Oryx dammah,オリックス
3863,Oryx gazella,オリックス
3864,Oryx leucoryx,オリックス
3865,Oryzomys couesi,ネズミ
3866,Oryzomys mexicanus,ネズミ
3867,Oryzomys palustris,ネズミ
3868,Oryzomys texensis,ネズミ
3869,Oryzorictes hova,モグラ
3870,Oryzorictes tetradactylus,モグラ
3871,Osgoodomys banderanus,ネズミ
3872,Osphranter antilopinus,カンガルー
3873,Osphranter bernardus,カンガルー
3874,Osphranter robustus,カンガルー
3875,Osphranter rufus,カンガルー
3876,Otaria byronia,アシカ
3877,Otocolobus manul,マヌルネコ
3878,Otocyon megalotis,キツネ
3879,Otolemur crassicaudatus,ガラゴ
3880,Otolemur garnettii,ガラゴ
3882,Otomops harrisoni,コウモリ
3883,Otomops madagascariensis,コウモリ
3884,Otomops martiensseni,コウモリ
3885,Otomops wroughtoni,コウモリ
3886,Otomys anchietae,ネズミ
3887,Otomys angoniensis,ネズミ
3888,Otomys auratus,ネズミ
3889,Otomys barbouri,ネズミ
3890,Otomys burtoni,ネズミ
3891,Otomys dartmouthi,ネズミ
3892,Otomys denti,ネズミ
3893,Otomys irroratus,ネズミ
3894,Otomys jacksoni,ネズミ
3895,Otomys lacustris,ネズミ
3896,Otomys laminatus,ネズミ
3897,Otomys maximus,ネズミ
3898,Otomys occidentalis,ネズミ
3899,Otomys orestes,ネズミ
3900,Otomys saundersiae,ネズミ
3901,Otomys simiensis,ネズミ
3902,Otomys sloggetti,ネズミ
3903,Otomys tropicalis,ネズミ
3904,Otomys typus,ネズミ
3905,Otomys unisulcatus,ネズミ
3906,Otomys uzungwensis,ネズミ
3907,Otonycteris hemprichii,コウモリ
3908,Otonycteris leucophaea,コウモリ
3909,Otonyctomys hatti,ネズミ
3910,Otopteropus cartilagonodus,コウモリ
3911,Otospermophilus atricapillus,リス
3912,Otospermophilus beecheyi,リス
3913,Otospermophilus variegatus,リス
3914,Ototylomys chiapensis,ネズミ
3915,Ototylomys phyllotis,ネズミ
3917,Ovibos moschatus,ジャコウウシ
3918,Ovis ammon,ヒツジ
3919,Ovis aries,ヒツジ
3920,Ovis canadensis,ヒツジ
3921,Ovis dalli,ヒツジ
3922,Ovis gmelinii,ヒツジ
3923,Ovis nivicola,ヒツジ
3924,Ovis orientalis,ヒツジ
3925,Ovis vignei,ヒツジ
3926,Oxymycterus akodontius,ネズミ
3927,Oxymycterus amazonicus,ネズミ
3928,Oxymycterus dasytrichus,ネズミ
3929,Oxymycterus delator,ネズミ
3930,Oxymycterus hiska,ネズミ
3931,Oxymycterus hispidus,ネズミ
3932,Oxymycterus iheringi,ネズミ
3933,Oxymycterus inca,ネズミ
3934,Oxymycterus itapeby,ネズミ
3935,Oxymycterus josei,ネズミ
3936,Oxymycterus juliacae,ネズミ
3937,Oxymycterus nasutus,ネズミ
3938,Oxymycterus nigrifrons,ネズミ
3939,Oxymycterus paramensis,ネズミ
3940,Oxymycterus quaestor,ネズミ
3941,Oxymycterus rufus,ネズミ
3942,Oxymycterus wayku,ネズミ
3943,Oxymycterus willkaurco,ネズミ
3944,Ozimops beccarii,コウモリ
3945,Ozimops cobourgianus,コウモリ
3946,Ozimops halli,コウモリ
3947,Ozimops kitcheneri,コウモリ
3948,Ozimops loriae,コウモリ
3949,Ozimops lumsdenae,コウモリ
3950,Ozimops petersi,コウモリ
3951,Ozimops planiceps,コウモリ
3952,Ozimops ridei,コウモリ
3953,Ozotoceros bezoarticus,シカ
3954,Pachylemur jullyi,サル
3955,Pachyuromys duprasi,ネズミ
3956,Paguma larvata,ハクビシン
3959,Palawanomys furvus,ネズミ
3961,Pan paniscus,ボノボ
3962,Pan troglodytes,チンパンジー
3963,Panthera leo,ライオン
3964,Panthera onca,ジャガー
3965,Panthera pardus,ヒョウ
3966,Panthera spelaea,ライオン
3967,Panthera tigris,トラ
3968,Panthera uncia,ユキヒョウ
3970,Papagomys armandvillei,ネズミ
3971,Papio anubis,ヒヒ
3972,Papio cynocephalus,ヒヒ
3973,Papio hamadryas,ヒヒ
3974,Papio kindae,サル
3975,Papio papio,ヒヒ
3976,Papio ursinus,ヒヒ
3977,Pappogeomys alcorni,ネズミ
3979,Parablarinella griselda,ネズミ
3980,Paracrocidura maxima,モグラ
3983,Paradipus ctenodactylus,ネズミ
3984,Paradoxurus hermaphroditus,ハクビシン
3987,Paradoxurus musangus,ジャコウネコ
3988,Paradoxurus zeylonensis,ジャコウネコ
3989,Paraechinus aethiopicus,ハリネズミ
3990,Paraechinus hypomelas,ハリネズミ
3991,Paraechinus micropus,ハリネズミ
3992,Paraechinus nudiventris,ハリネズミ
3993,Paragalago cocos,サル
3994,Paragalago granti,サル
3995,Paragalago zanzibaricus,サル
3996,Parahyaena brunnea,ハイエナ
3997,Parahydromys asper,ネズミ
3998,Paraleptomys wilhelmina,ネズミ
3999,Paramelomys levipes,ネズミ
4000,Paramelomys lorentzii,ネズミ
4001,Paramelomys moncktoni,ネズミ
4002,Paramelomys platyops,ネズミ
4003,Paramelomys rubex,ネズミ
4004,Paramylodon harlani,ナマケモノ
4006,Paranyctimene raptor,コウモリ
4007,Parascalops breweri,モグラ
4008,Parascaptor leucura,モグラ
4009,Parasciurus arizonensis,リス
4010,Parasciurus nayaritensis,リス
4011,Parastrellus hesperus,コウモリ
4012,Paratriaenops auritus,コウモリ
4013,Paratriaenops furcula,コウモリ
4014,Paraxerus alexandri,リス
4015,Paraxerus cepapi,リス
4016,Paraxerus ochraceus,リス
4017,Paraxerus vexillarius,リス
4018,Pardofelis marmorata,ネコ
4019,Paremballonura atrata,コウモリ
4020,Paremballonura tiavato,コウモリ
4021,Parocnus serus,ナマケモノ
4022,Parotomys brantsii,ネズミ
4023,Parotomys littledalei,ネズミ
4025,Pattonomys punctatus,ネズミ
4026,Pattonomys semivillosus,ネズミ
4027,Paucidentomys vermidax,ネズミ
4028,Paynomys macronyx,ネズミ
4030,Pedetes capensis,ネズミ
4031,Pekania pennanti,イタチ
4033,Pelomys campanae,ネズミ
4034,Pelomys fallax,ネズミ
4035,Pelomys isseli,ネズミ
4036,Pelomys minor,ネズミ
4037,Pennatomys nivalis,ネズミ
4038,Pentalagus furnessi,アマミノクロウサギ
4039,Penthetor lucasii,コウモリ
4040,Peponocephala electra,クジラ
4041,Perameles bougainville,バンディクート
4044,Perameles nasuta,バンディクート
4047,Perimyotis subflavus,コウモリ
4048,Perodicticus potto,ポト
4049,Perognathus alticolus,ネズミ
4050,Perognathus amplus,ネズミ
4051,Perognathus fasciatus,ネズミ
4052,Perognathus flavescens,ネズミ
4053,Perognathus flavus,ネズミ
4054,Perognathus inornatus,ネズミ
4055,Perognathus longimembris,ネズミ
4056,Perognathus merriami,ネズミ
4057,Perognathus mollipilosus,ネズミ
4058,Perognathus parvus,ネズミ
4059,Peromyscus amplus,ネズミ
4060,Peromyscus arcticus,ネズミ
4061,Peromyscus attwateri,ネズミ
4062,Peromyscus avius,ネズミ
4063,Peromyscus aztecus,ネズミ
4064,Peromyscus beatae,ネズミ
4065,Peromyscus boylii,ネズミ
4066,Peromyscus californicus,ネズミ
4067,Peromyscus caniceps,ネズミ
4068,Peromyscus carletoni,ネズミ
4069,Peromyscus carolpattonae,ネズミ
4070,Peromyscus collatus,ネズミ
4071,Peromyscus collinus,ネズミ
4072,Peromyscus crinitus,ネズミ
4073,Peromyscus dickeyi,ネズミ
4074,Peromyscus difficilis,ネズミ
4075,Peromyscus ensinki,ネズミ
4076,Peromyscus eremicus,ネズミ
4077,Peromyscus eva,ネズミ
4078,Peromyscus felipensis,ネズミ
4079,Peromyscus fraterculus,ネズミ
4080,Peromyscus furvus,ネズミ
4081,Peromyscus gambelii,ネズミ
4082,Peromyscus gossypinus,ネズミ
4083,Peromyscus grandis,ネズミ
4084,Peromyscus gratus,ネズミ
4085,Peromyscus greenbaumi,ネズミ
4086,Peromyscus guardia,ネズミ
4087,Peromyscus guatemalensis,ネズミ
4088,Peromyscus gymnotis,ネズミ
4089,Peromyscus hooperi,ネズミ
4090,Peromyscus hylocetes,ネズミ
4091,Peromyscus interparietalis,ネズミ
4092,Peromyscus keeni,ネズミ
4093,Peromyscus kilpatricki,ネズミ
4094,Peromyscus labecula,ネズミ
4095,Peromyscus laceianus,ネズミ
4096,Peromyscus leucopus,ネズミ
4097,Peromyscus levipes,ネズミ
4098,Peromyscus madrensis,ネズミ
4099,Peromyscus maniculatus,ネズミ
4100,Peromyscus mayensis,ネズミ
4101,Peromyscus megalops,ネズミ
4102,Peromyscus mekisturus,ネズミ
4103,Peromyscus melanocarpus,ネズミ
4104,Peromyscus melanophrys,ネズミ
4105,Peromyscus melanotis,ネズミ
4106,Peromyscus merriami,ネズミ
4107,Peromyscus mexicanus,ネズミ
4108,Peromyscus nasutus,ネズミ
4109,Peromyscus nudipes,ネズミ
4110,Peromyscus ochraventer,ネズミ
4111,Peromyscus pectoralis,ネズミ
4112,Peromyscus pembertoni,ネズミ
4113,Peromyscus perfulvus,ネズミ
4114,Peromyscus polionotus,ネズミ
4115,Peromyscus polius,ネズミ
4116,Peromyscus pseudocrinitus,ネズミ
4117,Peromyscus purepechus,ネズミ
4118,Peromyscus sagax,ネズミ
4119,Peromyscus schmidlyi,ネズミ
4120,Peromyscus sejugis,ネズミ
4121,Peromyscus simulus,ネズミ
4122,Peromyscus slevini,ネズミ
4123,Peromyscus sonoriensis,ネズミ
4124,Peromyscus spicilegus,ネズミ
4125,Peromyscus stephani,ネズミ
4126,Peromyscus stirtoni,ネズミ
4127,Peromyscus truei,ネズミ
4128,Peromyscus winkelmanni,ネズミ
4129,Peromyscus yucatanicus,ネズミ
4130,Peromyscus zarhynchus,ネズミ
4131,Peropteryx kappleri,コウモリ
4132,Peropteryx leucoptera,コウモリ
4133,Peropteryx macrotis,コウモリ
4134,Peropteryx pallidoptera,コウモリ
4135,Peropteryx trinitatis,コウモリ
4139,Petaurista albiventer,ムササビ
4140,Petaurista alborufus,ムササビ
4141,Petaurista caniceps,ムササビ
4142,Petaurista elegans,ムササビ
4143,Petaurista grandis,ムササビ
4144,Petaurista hainana,ムササビ
4145,Petaurista lena,ムササビ
4146,Petaurista leucogenys,ムササビ
4147,Petaurista petaurista,ムササビ
4148,Petaurista philippensis,ムササビ
4149,Petaurista xanthotis,ムササビ
4150,Petaurista yunanensis,ムササビ
4151,Petauroides volans,フクロモモンガ
4152,Petaurus abidi,フクロモモンガ
4153,Petaurus ariel,フクロモモンガ
4154,Petaurus australis,フクロモモンガ
4155,Petaurus breviceps,フクロモモンガ
4156,Petaurus gracilis,フクロモモンガ
4157,Petaurus norfolcensis,フクロモモンガ
4158,Petaurus notatus,フクロモモンガ
4159,Petaurus papuanus,フクロモモンガ
4160,Petinomys fuscocapillus,リス
4161,Petinomys setosus,リス
4163,Petrogale assimilis,ワラビー
4164,Petrogale brachyotis,ワラビー
4165,Petrogale burbidgei,ワラビー
4166,Petrogale coenensis,カンガルー
4167,Petrogale concinna,ワラビー
4168,Petrogale godmani,ワラビー
4169,Petrogale herberti,カンガルー
4170,Petrogale inornata,ワラビー
4171,Petrogale lateralis,ワラビー
4172,Petrogale mareeba,ワラビー
4173,Petrogale penicillata,ワラビー
4174,Petrogale persephone,ワラビー
4175,Petrogale purpureicollis,ワラビー
4176,Petrogale rothschildi,ワラビー
4177,Petrogale sharmani,ワラビー
4178,Petrogale wilkinsi,ワラビー
4179,Petrogale xanthopus,ワラビー
4181,Petromyscus collinus,ネズミ
4182,Petromyscus monticularis,ネズミ
4183,Petrosaltator rozeti,ネズミ
4184,Phacochoerus aethiopicus,イノシシ
4185,Phacochoerus africanus,イノシシ
4186,Phaenomys ferrugineus,ネズミ
4188,Phalanger gymnotis,フクロモモンガ
4190,Phalanger maculatus,フクロモモンガ
4192,Phalanger orientalis,フクロモモンガ
4195,Phaner electromontis,サル
4196,Phaner furcifer,サル
4202,Phascolarctos cinereus,コアラ
4205,Phataginus tetradactyla,センザンコウ
4206,Phataginus tricuspis,センザンコウ
4207,Phenacomys intermedius,ネズミ
4208,Phenacomys ungava,ネズミ
4209,Philander andersoni,オポッサム
4210,Philander canus,オポッサム
4211,Philander frenatus,オポッサム
4212,Philander mcilhennyi,オポッサム
4214,Philander nigratus,オポッサム
4215,Philander opossum,オポッサム
4216,Philander pallidus,オポッサム
4217,Philander pebas,オポッサム
4222,Philetor brachypterus,コウモリ
4223,Phloeomys cumingi,ネズミ
4224,Phloeomys pallidus,ネズミ
4225,Phoca fasciata,アザラシ
4226,Phoca groenlandica,アザラシ
4227,Phoca largha,アザラシ
4228,Phoca vitulina,アザラシ
4229,Phocarctos hookeri,アシカ
4230,Phocoena dioptrica,クジラ
4231,Phocoena phocoena,ネズミイルカ
4232,Phocoena sinus,ネズミイルカ
4233,Phocoena spinipinnis,クジラ
4234,Phocoenoides dalli,イルカ
4235,Phodopus campbelli,ハムスター
4236,Phodopus roborovskii,ハムスター
4237,Phodopus sungorus,ハムスター
4238,Phoniscus jagorii,コウモリ
4239,Phylloderma stenops,コウモリ
4240,Phyllomys blainvillii,ネズミ
4241,Phyllomys brasiliensis,ネズミ
4242,Phyllomys centralis,ネズミ
4243,Phyllomys dasythrix,ネズミ
4244,Phyllomys kerri,ネズミ
4245,Phyllomys lamarum,ネズミ
4246,Phyllomys lundi,ネズミ
4247,Phyllomys mantiqueirensis,ネズミ
4248,Phyllomys nigrispinus,ネズミ
4249,Phyllomys pattoni,ネズミ
4250,Phyllomys sulinus,ネズミ
4251,Phyllomys unicolor,ネズミ
4252,Phyllonycteris aphylla,コウモリ
4253,Phyllonycteris obtusa,コウモリ
4254,Phyllonycteris poeyi,コウモリ
4255,Phyllops falcatus,コウモリ
4256,Phyllostomus discolor,コウモリ
4257,Phyllostomus elongatus,コウモリ
4258,Phyllostomus hastatus,コウモリ
4259,Phyllostomus latifolius,コウモリ
4260,Phyllotis alisosiensis,ネズミ
4261,Phyllotis amicus,ネズミ
4262,Phyllotis andium,ネズミ
4263,Phyllotis anitae,ネズミ
4264,Phyllotis bonariensis,ネズミ
4265,Phyllotis caprinus,ネズミ
4266,Phyllotis darwinii,ネズミ
4267,Phyllotis definitus,ネズミ
4268,Phyllotis gerbillus,ネズミ
4269,Phyllotis haggardi,ネズミ
4270,Phyllotis limatus,ネズミ
4271,Phyllotis magister,ネズミ
4272,Phyllotis osgoodi,ネズミ
4273,Phyllotis osilae,ネズミ
4274,Phyllotis pearsoni,ネズミ
4275,Phyllotis rupestris,ネズミ
4276,Phyllotis stenops,ネズミ
4277,Phyllotis vaccarum,ネズミ
4278,Phyllotis wolffsohni,ネズミ
4279,Phyllotis xanthopygus,ネズミ
4280,Physeter macrocephalus,マッコウクジラ
4281,Piliocolobus badius,サル
4282,Piliocolobus foai,サル
4283,Piliocolobus gordonorum,サル
4284,Piliocolobus kirkii,サル
4285,Piliocolobus pennantii,サル
4286,Piliocolobus preussi,サル
4287,Piliocolobus rufomitratus,サル
4288,Piliocolobus tephrosceles,サル
4289,Piliocolobus tholloni,サル
4290,Pipanacoctomys aureus,ネズミ
4291,Pipistrellus abramus,コウモリ
4292,Pipistrellus ceylonicus,コウモリ
4293,Pipistrellus coromandra,コウモリ
4294,Pipistrellus dhofarensis,コウモリ
4295,Pipistrellus endoi,コウモリ
4296,Pipistrellus hanaki,コウモリ
4297,Pipistrellus hesperidus,コウモリ
4298,Pipistrellus javanicus,コウモリ
4299,Pipistrellus kuhlii,コウモリ
4300,Pipistrellus maderensis,コウモリ
4301,Pipistrellus nanulus,コウモリ
4302,Pipistrellus nathusii,コウモリ
4303,Pipistrellus paterculus,コウモリ
4304,Pipistrellus pipistrellus,コウモリ
4305,Pipistrellus pygmaeus,コウモリ
4306,Pipistrellus raceyi,コウモリ
4307,Pipistrellus rusticus,コウモリ
4308,Pipistrellus stenopterus,コウモリ
4309,Pipistrellus tenuis,コウモリ
4310,Pithecheir melanurus,サル
4311,Pithecheir parva,サル
4312,Pithecia aequatorialis,サル
4313,Pithecia albicans,サル
4314,Pithecia chrysocephala,サル
4315,Pithecia hirsuta,サル
4316,Pithecia irrorata,サル
4317,Pithecia mittermeieri,サル
4318,Pithecia monachus,サル
4319,Pithecia pissinatti,サル
4320,Pithecia pithecia,サル
4321,Pithecia vanzolinii,サル
4322,Plagiodontia aedium,ネズミ
4330,Platacanthomys lasiurus,ネズミ
4331,Platalina genovensium,コウモリ
4332,Platanista gangetica,イルカ
4333,Platanista indi,イルカ
4334,Platanista minor,イルカ
4336,Platyrrhinus albericoi,コウモリ
4337,Platyrrhinus angustirostris,コウモリ
4338,Platyrrhinus aurarius,コウモリ
4339,Platyrrhinus brachycephalus,コウモリ
4340,Platyrrhinus chocoensis,コウモリ
4341,Platyrrhinus dorsalis,コウモリ
4342,Platyrrhinus fusciventris,コウモリ
4343,Platyrrhinus guianensis,コウモリ
4344,Platyrrhinus helleri,コウモリ
4345,Platyrrhinus incarum,コウモリ
4346,Platyrrhinus infuscus,コウモリ
4347,Platyrrhinus ismaeli,コウモリ
4348,Platyrrhinus lineatus,コウモリ
4349,Platyrrhinus masu,コウモリ
4350,Platyrrhinus matapalensis,コウモリ
4351,Platyrrhinus recifinus,コウモリ
