number,scientific_name,english_common_name,japanese_common_name
3450,Nannospalax leucodon,Mole Rat,モグラ
3451,Nannospalax montanoserbicus,Mole Rat,モグラ
3452,Nannospalax monticola,Mole Rat,モグラ
3453,Nannospalax nehringi,Mole Rat,モグラ
3454,Nannospalax serbicus,Mole Rat,モグラ
3455,Nannospalax tuncelicus,None,モグラ
3456,Nannospalax turcicus,Mole Rat,モグラ
3457,Nanonycteris veldkampii,Bat,コウモリ
3458,Napaeozapus insignis,Jumping Mouse,ネズミ
3459,Nasalis larvatus,Proboscis Monkey,テングザル
3460,Nasua narica,Coati,ハナグマ
3461,Nasua nasua,Coati,ハナグマ
3462,Nasuella meridensis,Coati,なし
3463,Nasuella olivacea,Coati,なし
3464,Natalus jamaicensis,Bat,コウモリ
3465,Natalus macrourus,Bat,コウモリ
3466,Natalus major,Bat,コウモリ
3467,Natalus mexicanus,Bat,コウモリ
3468,Natalus saturatus,Bat,コウモリ
3469,Natalus stramineus,Bat,コウモリ
3470,Natalus tumidirostris,Bat,コウモリ
3471,Neacomys amoenus,Mouse,ネズミ
3472,Neacomys auriventer,Mouse,ネズミ
3473,Neacomys dubosti,Mouse,ネズミ
3474,Neacomys elieceri,Mouse,ネズミ
3475,Neacomys guianae,Mouse,ネズミ
3476,Neacomys marajoara,Mouse,ネズミ
3477,Neacomys minutus,Mouse,ネズミ
3478,Neacomys paracou,Mouse,ネズミ
3479,Neacomys rosalindae,Mouse,ネズミ
3480,Neacomys spinosus,Mouse,ネズミ
3481,Neacomys tenuipes,Mouse,ネズミ
3482,Neacomys vargasllosai,Mouse,ネズミ
3483,Neacomys vossi,Mouse,ネズミ
3484,Neacomys xingu,Mouse,ネズミ
3485,Neamblysomus gunningi,Golden Mole,モグラ
3486,Neamblysomus julianae,None,モグラ
3487,Necromys amoenus,Mouse,ネズミ
3488,Necromys benefactus,Mouse,ネズミ
3489,Necromys lactens,Mouse,ネズミ
3490,Necromys lasiurus,Mouse,ネズミ
3491,Necromys lenguarum,Mouse,ネズミ
3492,Necromys lilloi,Mouse,ネズミ
3493,Necromys obscurus,Mouse,ネズミ
3494,Necromys temchuki,Mouse,ネズミ
3495,Necromys urichi,Mouse,ネズミ
3496,Nectogale elegans,Water Shrew,なし
3497,Nectogale sikhimensis,Water Shrew,なし
3498,Nectomys apicalis,Mouse,ネズミ
3499,Nectomys rattus,Mouse,ネズミ
3500,Nectomys squamipes,Mouse,ネズミ
3501,Nelsonia goldmani,Mouse,ネズミ
3502,Nelsonia neotomodon,Mouse,ネズミ
3503,Neocnus comes,None,ナマケモノ
3504,Neocnus dousman,None,なし
3505,Neodon bershulaensis,Mouse,ネズミ
3506,Neodon chayuensis,Mouse,ネズミ
3507,Neodon clarkei,Mouse,ネズミ
3508,Neodon forresti,Mouse,ネズミ
3509,Neodon fuscus,Mouse,ネズミ
3510,Neodon irene,Mouse,ネズミ
3511,Neodon leucurus,Mouse,ネズミ
3512,Neodon liaoruii,Mouse,ネズミ
3513,Neodon linzhiensis,Mouse,ネズミ
3514,Neodon medogensis,Mouse,ネズミ
3515,Neodon namchabarwaensis,Mouse,ネズミ
3516,Neodon nyalamensis,Mouse,ネズミ
3517,Neodon shergylaensis,Mouse,ネズミ
3518,Neodon sikimensis,Mouse,ネズミ
3519,Neoeptesicus andinus,Bat,コウモリ
3520,Neoeptesicus brasiliensis,Bat,コウモリ
3521,Neoeptesicus chiriquinus,Bat,コウモリ
3522,Neoeptesicus diminutus,Bat,コウモリ
3523,Neoeptesicus furinalis,Bat,コウモリ
3524,Neoeptesicus innoxius,Bat,コウモリ
3525,Neoeptesicus orinocensis,Bat,コウモリ
3526,Neoeptesicus ulapesensis,Bat,コウモリ
3527,Neofelis diardi,Clouded Leopard,ヒョウ
3528,Neofelis nebulosa,Clouded Leopard,ヒョウ
3529,Neofiber alleni,Round-tailed Muskrat,ネズミ
3530,Neogale africana,Weasel,イタチ
3531,Neogale felipei,None,イタチ
3532,Neogale frenata,Weasel,イタチ
3533,Neogale vison,Mink,ミンク
3534,Neohylomys hainanensis,None,なし
3535,Neohylomys vietnamensis,None,なし
3536,Neomicroxus bogotensis,Mouse,ネズミ
3537,Neomonachus schauinslandi,Hawaiian Monk Seal,アザラシ
3538,Neomonachus tropicalis,Monk Seal,アザラシ
3539,Neomys anomalus,Shrew,モグラ
3540,Neomys fodiens,Water Shrew,モグラ
3541,Neomys teres,Shrew,モグラ
3542,Neophascogale lorentzii,None,なし
3543,Neophoca cinerea,Australian Sea Lion,アシカ
3544,Neophocaena asiaeorientalis,Porpoise,スナメリ
3545,Neophocaena phocaenoides,Porpoise,スナメリ
3546,Neophocaena sunameri,Porpoise,スナメリ
3547,Neopteryx frosti,None,なし
3548,Neoromicia anchietae,Bat,コウモリ
3549,Neoromicia bemainty,Bat,コウモリ
3550,Neoromicia guineensis,Bat,コウモリ
3551,Neoromicia helios,Bat,コウモリ
3552,Neoromicia hlandzeni,Bat,コウモリ
3553,Neoromicia somalicus,Bat,コウモリ
3554,Neoromicia zuluensis,Bat,コウモリ
3555,Neotamias alpinus,Chipmunk,リス
3556,Neotamias bulleri,Chipmunk,リス
3557,Neotamias cinereicollis,Chipmunk,リス
3558,Neotamias cratericus,Chipmunk,リス
3559,Neotamias durangae,Chipmunk,リス
3560,Neotamias grisescens,Chipmunk,リス
3561,Neotamias ochrogenys,Chipmunk,リス
3562,Neotamias panamintinus,Chipmunk,リス
3563,Neotamias ruficaudus,Chipmunk,リス
3564,Neotamias siskiyou,Chipmunk,リス
3565,Neotetracus sinensis,Hedgehog,ハリネズミ
3566,Neotoma albigula,Woodrat,ネズミ
3567,Neotoma angustapalata,Mouse,ネズミ
3568,Neotoma bryanti,Woodrat,ネズミ
3569,Neotoma cinerea,Woodrat,ネズミ
3570,Neotoma devia,Mouse,ネズミ
3571,Neotoma ferruginea,Woodrat,ネズミ
3572,Neotoma floridana,Woodrat,ネズミ
3573,Neotoma fuscipes,Woodrat,ネズミ
3574,Neotoma goldmani,Woodrat,ネズミ
3575,Neotoma isthmica,Mouse,ネズミ
3576,Neotoma lepida,Woodrat,ネズミ
3577,Neotoma leucodon,Woodrat,ネズミ
3578,Neotoma macrotis,Woodrat,ネズミ
3579,Neotoma magister,Woodrat,ネズミ
3580,Neotoma melanura,Mouse,ネズミ
3581,Neotoma mexicana,Woodrat,ネズミ
3582,Neotoma micropus,Woodrat,ネズミ
3583,Neotoma nelsoni,Mouse,ネズミ
3584,Neotoma phenax,Woodrat,ネズミ
3585,Neotoma picta,Mouse,ネズミ
3586,Neotoma stephensi,Mouse,ネズミ
3587,Neotomodon alstoni,Mouse,ネズミ
3588,Neotomys ebriosus,Mouse,ネズミ
3589,Neotragus batesi,Antelope,なし
3590,Neotragus moschatus,Suni,なし
3591,Neotragus pygmaeus,Dik-dik,なし
3592,Nephelomys albigularis,Mouse,ネズミ
3593,Nephelomys childi,Mouse,ネズミ
3594,Nephelomys devius,Mouse,ネズミ
3595,Nephelomys keaysi,Mouse,ネズミ
3596,Nephelomys levipes,Mouse,ネズミ
3597,Nephelomys meridensis,Mouse,ネズミ
3598,Nephelomys moerex,Mouse,ネズミ
3599,Nephelomys pectoralis,Mouse,ネズミ
3600,Nephelomys ricardopalmai,Mouse,ネズミ
3601,Nesiotites hidalgo,Mouse,ネズミ
3602,Nesogale dobsoni,None,なし
3603,Nesogale talazaci,None,なし
3604,Nesokia indica,Rat,ネズミ
3605,Nesolagus netscheri,Rabbit,ウサギ
3606,Nesolagus timminsi,Rabbit,ウサギ
3607,Nesomys audeberti,Mouse,ネズミ
3608,Nesomys rufus,Mouse,ネズミ
3609,Nesonycteris ardoulisi,Bat,コウモリ
3610,Nesonycteris fardoulisi,Bat,コウモリ
3611,Nesonycteris maccoyi,Bat,コウモリ
3612,Nesonycteris mengermani,Bat,コウモリ
3613,Nesoryzomys fernandinae,Mouse,ネズミ
3614,Nesoryzomys indefessus,Mouse,ネズミ
3615,Nesoryzomys narboroughi,Mouse,ネズミ
3616,Nesoryzomys swarthi,Mouse,ネズミ
3617,Neurotrichus gibbsii,Shrew,モグラ
3618,Neuryurus rudis,None,なし
3619,Neusticomys monticolus,Mouse,ネズミ
3620,Neusticomys oyapocki,Mouse,ネズミ
3621,Neusticomys peruviensis,Mouse,ネズミ
3622,Neusticomys vossi,Mouse,ネズミ
3623,Nilgiritragus hylocrius,Nilgiri Tahr,なし
3624,Nilopegamys plumbeus,None,ネズミ
3625,Ningaui ridei,None,なし
3626,Ningaui timealeyi,None,なし
3627,Ningaui yvonnae,None,なし
3628,Niviventer andersoni,Mouse,ネズミ
3629,Niviventer brahma,Mouse,ネズミ
3630,Niviventer bukit,Mouse,ネズミ
3631,Niviventer confucianus,Mouse,ネズミ
3632,Niviventer coninga,Mouse,ネズミ
3633,Niviventer cremoriventer,Mouse,ネズミ
3634,Niviventer culturatus,Mouse,ネズミ
3635,Niviventer eha,Mouse,ネズミ
3636,Niviventer excelsior,Mouse,ネズミ
3637,Niviventer fengi,Mouse,ネズミ
3638,Niviventer fulvescens,Mouse,ネズミ
3639,Niviventer gladiusmaculus,Mouse,ネズミ
3640,Niviventer hinpoon,Mouse,ネズミ
3641,Niviventer huang,Mouse,ネズミ
3642,Niviventer lepturus,Mouse,ネズミ
3643,Niviventer lotipes,Mouse,ネズミ
3644,Niviventer mekongis,Mouse,ネズミ
3645,Niviventer niviventer,Mouse,ネズミ
3646,Niviventer rapit,Mouse,ネズミ
3647,Niviventer sacer,Mouse,ネズミ
3648,Niviventer tenaster,Mouse,ネズミ
3649,Noctilio albiventris,Bat,コウモリ
3650,Noctilio leporinus,Bat,コウモリ
3651,Nomascus annamensis,Gibbon,テナガザル
3652,Nomascus concolor,Gibbon,テナガザル
3653,Nomascus gabriellae,Gibbon,テナガザル
3654,Nomascus hainanus,Gibbon,テナガザル
3655,Nomascus leucogenys,Gibbon,テナガザル
3656,Nomascus nasutus,Gibbon,サル
3657,Nomascus siki,Gibbon,テナガザル
3658,Notamacropus agilis,Kangaroo,カンガルー
3659,Notamacropus dorsalis,Wallaby,カンガルー
3660,Notamacropus eugenii,Wallaby,ワラビー
3661,Notamacropus greyi,Wallaby,カンガルー
3662,Notamacropus irma,Kangaroo,カンガルー
3663,Notamacropus parma,Parma Wallaby,カンガルー
3664,Notamacropus parryi,Wallaby,カンガルー
3665,Notamacropus rufogriseus,Wallaby,カンガルー
3666,Nothocricetulus migratorius,Hamster,ハムスター
3667,Nothrotheriops shastensis,None,なし
3668,Notiomastodon platensis,Mastodon,なし
3669,Notiomys edwardsii,Mouse,ネズミ
3670,Notiosorex cockrumi,Shrew,モグラ
3671,Notiosorex crawfordi,Shrew,モグラ
3672,Notiosorex evotis,Shrew,モグラ
3673,Notocitellus adocetus,Squirrel,リス
3674,Notocitellus annulatus,Squirrel,リス
3675,Notomys alexis,Mouse,ネズミ
3676,Notomys amplus,Mouse,ネズミ
3677,Notomys aquilo,Mouse,ネズミ
3678,Notomys cervinus,Mouse,ネズミ
3679,Notomys fuscus,Mouse,ネズミ
3680,Notomys longicaudatus,Mouse,ネズミ
3681,Notomys macrotis,Mouse,ネズミ
3682,Notomys mitchellii,Mouse,ネズミ
3683,Notopteris macdonaldii,Bat,コウモリ
3684,Notoryctes caurinus,None,モグラ
3685,Notoryctes typhlops,Marsupial Mole,なし
3686,Nyctalus aviator,Bat,コウモリ
3687,Nyctalus azoreum,Bat,コウモリ
3688,Nyctalus lasiopterus,Bat,コウモリ
3689,Nyctalus leisleri,Bat,コウモリ
3690,Nyctalus noctula,Bat,コウモリ
3691,Nyctalus plancyi,Bat,コウモリ
3692,Nyctereutes procyonoides,Raccoon Dog,タヌキ
3693,Nyctereutes viverrinus,Raccoon Dog,タヌキ
3694,Nycteris arge,Bat,コウモリ
3695,Nycteris grandis,Bat,コウモリ
3696,Nycteris hispida,Bat,コウモリ
3697,Nycteris javanica,Bat,コウモリ
3698,Nycteris macrotis,Bat,コウモリ
3699,Nycteris madagascariensis,Bat,コウモリ
3700,Nycteris major,Bat,コウモリ
3701,Nycteris thebaica,Bat,コウモリ
3702,Nycteris tragata,Bat,コウモリ
3703,Nycticebus bengalensis,Slow Loris,スローロリス
3704,Nycticebus borneanus,Slow Loris,スローロリス
3705,Nycticebus coucang,Slow Loris,スローロリス
3706,Nycticebus hilleri,Slow Loris,スローロリス
3707,Nycticebus javanicus,Slow Loris,スローロリス
3708,Nycticebus kayan,Slow Loris,スローロリス
3709,Nycticebus menagensis,Slow Loris,スローロリス
3710,Nycticeinops bellieri,Bat,コウモリ
3711,Nycticeinops crassulus,Bat,コウモリ
3712,Nycticeinops eisentrauti,Bat,コウモリ
3713,Nycticeinops grandidieri,Bat,コウモリ
3714,Nycticeinops happoldorum,Bat,コウモリ
3715,Nycticeinops macrocephalus,Bat,コウモリ
3716,Nycticeinops schlieffeni,Bat,コウモリ
3717,Nycticeius humeralis,Bat,コウモリ
3718,Nyctiellus lepidus,Bat,コウモリ
3719,Nyctimene aello,Bat,コウモリ
3720,Nyctimene albiventer,Bat,コウモリ
3721,Nyctimene cephalotes,Bat,コウモリ
3722,Nyctimene certans,Bat,コウモリ
3723,Nyctimene major,Bat,コウモリ
3724,Nyctimene rabori,Bat,コウモリ
3725,Nyctimene robinsoni,Bat,コウモリ
3726,Nyctimene vizcaccia,Bat,コウモリ
3727,Nyctinomops aurispinosus,Bat,コウモリ
3728,Nyctinomops femorosaccus,Bat,コウモリ
3729,Nyctinomops laticaudatus,Bat,コウモリ
3730,Nyctinomops macrotis,Bat,コウモリ
3731,Nyctomys sumichrasti,Mouse,ネズミ
3732,Nyctophilus arnhemensis,Bat,コウモリ
3733,Nyctophilus bifax,Bat,コウモリ
3734,Nyctophilus corbeni,Bat,コウモリ
3735,Nyctophilus daedalus,Bat,コウモリ
3736,Nyctophilus geoffroyi,Bat,コウモリ
3737,Nyctophilus gouldi,Bat,コウモリ
3738,Nyctophilus holtorum,Bat,コウモリ
3739,Nyctophilus microdon,Bat,コウモリ
3740,Nyctophilus microtis,Bat,コウモリ
3741,Ochotona alpina,Pika,ナキウサギ
3742,Ochotona annectens,Pika,ウサギ
3743,Ochotona argentata,Pika,なし
3744,Ochotona brookei,Pika,なし
3745,Ochotona cansus,Pika,ナキウサギ
3746,Ochotona collaris,Pika,ナキウサギ
3747,Ochotona coreana,Pika,ナキウサギ
3748,Ochotona curzoniae,Pika,ナキウサギ
3749,Ochotona dauurica,Pika,ナキウサギ
3750,Ochotona erythrotis,Pika,ウサギ
3751,Ochotona forresti,Pika,ウサギ
3752,Ochotona gaoligongensis,Pika,なし
3753,Ochotona gloveri,Pika,ウサギ
3754,Ochotona himalayana,Pika,ナキウサギ
3755,Ochotona hoffmanni,Pika,ウサギ
3756,Ochotona huangensis,Pika,ウサギ
3757,Ochotona huanglongensis,Pika,なし
3758,Ochotona hyperborea,Pika,ナキウサギ
3759,Ochotona iliensis,Pika,なし
3760,Ochotona koslowi,Pika,なし
3761,Ochotona ladacensis,Pika,ウサギ
3762,Ochotona macrotis,Pika,ナキウサギ
3763,Ochotona mantchurica,Pika,ナキウサギ
3764,Ochotona muliensis,Pika,なし
3765,Ochotona nigritia,Pika,ウサギ
3766,Ochotona nubrica,Pika,ウサギ
3767,Ochotona pallasi,Pika,ナキウサギ
3768,Ochotona princeps,Pika,ナキウサギ
3769,Ochotona pusilla,Pika,ナキウサギ
3770,Ochotona roylei,Pika,ウサギ
3771,Ochotona rufescens,Pika,ナキウサギ
3772,Ochotona rutila,Pika,ナキウサギ
3773,Ochotona sikimaria,Pika,なし
3774,Ochotona syrinx,Pika,ナキウサギ
3775,Ochotona thibetana,Pika,ナキウサギ
3776,Ochotona thomasi,Pika,ウサギ
3777,Ochotona turuchanensis,Pika,なし
3778,Ochotona vizier,Pika,なし
3779,Ochromyscus brockmani,Mouse,ネズミ
3780,Ochromyscus yemeni,Mouse,ネズミ
3781,Ochrotomys nuttalli,Mouse,ネズミ
3782,Octodon bridgesii,Degu,デグー
3783,Octodon degus,Degu,デグー
3784,Octodon lunatus,None,デグー
3785,Octodon pacificus,None,デグー
3786,Octodon ricardojeda,None,デグー
3787,Octodontomys gliroides,None,ネズミ
3788,Octomys mimax,Mouse,ネズミ
3789,Odobenus rosmarus,Walrus,セイウチ
3790,Odocoileus hemionus,Mule Deer,シカ
3791,Odocoileus pandora,Deer,シカ
3792,Odocoileus virginianus,White-tailed Deer,シカ
3793,Oecomys auyantepui,Mouse,ネズミ
3794,Oecomys bicolor,Mouse,ネズミ
3795,Oecomys catherinae,Mouse,ネズミ
3796,Oecomys cleberi,Mouse,ネズミ
3797,Oecomys concolor,Mouse,ネズミ
3798,Oecomys flavicans,Mouse,ネズミ
3799,Oecomys franciscorum,Mouse,ネズミ
3800,Oecomys mamorae,Mouse,ネズミ
3801,Oecomys matogrossensis,Mouse,ネズミ
3802,Oecomys osgoodi,Mouse,ネズミ
3803,Oecomys paricola,Mouse,ネズミ
3804,Oecomys phaeotis,Mouse,ネズミ
3805,Oecomys rex,Mouse,ネズミ
3806,Oecomys roberti,Mouse,ネズミ
3807,Oecomys rutilus,Mouse,ネズミ
3808,Oecomys speciosus,Mouse,ネズミ
3809,Oecomys superans,Mouse,ネズミ
3810,Oecomys sydandersoni,Mouse,ネズミ
3811,Oecomys tapajinus,Mouse,ネズミ
3812,Oecomys trabeatus,Mouse,ネズミ
3813,Oecomys trinitatis,Mouse,ネズミ
3814,Oenomys hypoxanthus,Mouse,ネズミ
3815,Okapia johnstoni,Okapi,オカピ
3816,Olallamys albicauda,Mouse,ネズミ
3817,Oligoryzomys andinus,Mouse,ネズミ
3818,Oligoryzomys arenalis,Mouse,ネズミ
3819,Oligoryzomys brendae,Mouse,ネズミ
3820,Oligoryzomys chacoensis,Mouse,ネズミ
3821,Oligoryzomys costaricensis,Mouse,ネズミ
3822,Oligoryzomys destructor,Mouse,ネズミ
3823,Oligoryzomys flavescens,Mouse,ネズミ
3824,Oligoryzomys fornesi,Mouse,ネズミ
3825,Oligoryzomys fulvescens,Mouse,ネズミ
3826,Oligoryzomys longicaudatus,Mouse,ネズミ
3827,Oligoryzomys magellanicus,Mouse,ネズミ
3828,Oligoryzomys mattogrossae,Mouse,ネズミ
3829,Oligoryzomys messorius,Mouse,ネズミ
3830,Oligoryzomys microtis,Mouse,ネズミ
3831,Oligoryzomys moojeni,Mouse,ネズミ
3832,Oligoryzomys nigripes,Mouse,ネズミ
3833,Oligoryzomys occidentalis,Mouse,ネズミ
3834,Oligoryzomys rupestris,Mouse,ネズミ
3835,Oligoryzomys stramineus,Mouse,ネズミ
3836,Oligoryzomys utiaritensis,Mouse,ネズミ
3837,Oligoryzomys vegetus,Mouse,ネズミ
3838,Ommatophoca rossii,Seal,アザラシ
3839,Ondatra zibethicus,Muskrat,マスクラット
3840,Onychogalea frenata,Wallaby,カンガルー
3841,Onychogalea unguifera,Wallaby,カンガルー
3842,Onychomys arenicola,Mouse,ネズミ
3843,Onychomys leucogaster,Mouse,ネズミ
3844,Onychomys torridus,Mouse,ネズミ
3845,Orcaella brevirostris,Dolphin,イルカ
3846,Orcaella heinsohni,Dolphin,イルカ
3847,Orcinus orca,Killer Whale,シャチ
3848,Oreamnos americanus,Mountain Goat,ヤギ
3849,Oreamnos harringtoni,None,なし
3850,Oreoryzomys balneator,Mouse,ネズミ
3851,Oreoscaptor mizura,Mole,モグラ
3852,Oreotragus oreotragus,Klipspringer,なし
3853,Orientallactaga balikunica,Jerboa,なし
3854,Orientallactaga bullata,Jerboa,なし
3855,Orientallactaga sibirica,Jerboa,なし
3856,Ornithorhynchus anatinus,Platypus,カモノハシ
3857,Orthogeomys cuniculus,Pocket Gopher,モグラ
3858,Orthogeomys grandis,Gopher,モグラ
3859,Orycteropus afer,Aardvark,アリクイ
3860,Oryctolagus cuniculus,Rabbit,ウサギ
3861,Oryx beisa,Oryx,オリックス
3862,Oryx dammah,Oryx,オリックス
3863,Oryx gazella,Oryx,オリックス
3864,Oryx leucoryx,Oryx,オリックス
3865,Oryzomys couesi,Mouse,ネズミ
3866,Oryzomys mexicanus,Mouse,ネズミ
3867,Oryzomys palustris,Mouse,ネズミ
3868,Oryzomys texensis,Mouse,ネズミ
3869,Oryzorictes hova,None,モグラ
3870,Oryzorictes tetradactylus,None,モグラ
3871,Osgoodomys banderanus,Mouse,ネズミ
3872,Osphranter antilopinus,Kangaroo,カンガルー
3873,Osphranter bernardus,Wallaroo,カンガルー
3874,Osphranter robustus,Kangaroo,カンガルー
3875,Osphranter rufus,Kangaroo,カンガルー
3876,Otaria byronia,Sea Lion,アシカ
3877,Otocolobus manul,Pallas's Cat,マヌルネコ
3878,Otocyon megalotis,Bat-eared Fox,キツネ
3879,Otolemur crassicaudatus,Bushbaby,ガラゴ
3880,Otolemur garnettii,Bushbaby,ガラゴ
3881,Otolemur monteiri,Bushbaby,なし
3882,Otomops harrisoni,Bat,コウモリ
3883,Otomops madagascariensis,Bat,コウモリ
3884,Otomops martiensseni,Bat,コウモリ
3885,Otomops wroughtoni,Bat,コウモリ
3886,Otomys anchietae,Mouse,ネズミ
3887,Otomys angoniensis,Mouse,ネズミ
3888,Otomys auratus,Mouse,ネズミ
3889,Otomys barbouri,Mouse,ネズミ
3890,Otomys burtoni,Mouse,ネズミ
3891,Otomys dartmouthi,Mouse,ネズミ
3892,Otomys denti,Mouse,ネズミ
3893,Otomys irroratus,Mouse,ネズミ
3894,Otomys jacksoni,Mouse,ネズミ
3895,Otomys lacustris,Mouse,ネズミ
3896,Otomys laminatus,Mouse,ネズミ
3897,Otomys maximus,Mouse,ネズミ
3898,Otomys occidentalis,Mouse,ネズミ
3899,Otomys orestes,Mouse,ネズミ
3900,Otomys saundersiae,Mouse,ネズミ
3901,Otomys simiensis,Mouse,ネズミ
3902,Otomys sloggetti,Mouse,ネズミ
3903,Otomys tropicalis,Mouse,ネズミ
3904,Otomys typus,Mouse,ネズミ
3905,Otomys unisulcatus,Mouse,ネズミ
3906,Otomys uzungwensis,Mouse,ネズミ
3907,Otonycteris hemprichii,Bat,コウモリ
3908,Otonycteris leucophaea,Bat,コウモリ
3909,Otonyctomys hatti,Mouse,ネズミ
3910,Otopteropus cartilagonodus,Bat,コウモリ
